LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
6.0,5.0,1.0,7.0,2.0,8.0,3.0,.2,4.0,2.0,2.0,.7,11.0,1.0,.0,8.0,.0,17.7,10.7,2014.6,.1,43.0,.1,111.9,188.9,.3,2.0,4.0,10.0,.1,16.0,27.0,9.0,12.0,24.0,52.9,15.0,N
17.0,9.0,4.0,8.0,19.0,16.0,5.0,.1,8.0,2.0,4.0,.8,23.0,1.0,.0,27.0,.0,42.9,20.7,18381.8,.3,159.0,.1,1021.2,888.0,.2,4.0,8.0,20.0,.1,45.0,114.0,25.0,23.0,72.0,50.0,35.0,N
16.0,5.0,1.0,10.0,7.0,8.0,3.0,.1,4.0,2.0,2.0,.7,11.0,1.0,.0,20.0,1.0,37.7,30.2,34384.4,.4,205.0,.0,1910.2,1138.7,.3,2.0,4.0,10.0,.1,89.0,116.0,28.0,19.0,54.0,46.0,30.0,N
11.0,11.0,1.0,14.0,5.0,20.0,6.0,.2,10.0,2.0,2.0,.3,26.0,1.0,.0,27.0,1.0,48.6,33.5,54539.1,.5,279.0,.0,3030.0,1627.4,.2,5.0,10.0,22.0,.1,124.0,155.0,37.0,20.0,58.0,41.3,41.0,N
81.0,162.0,8.0,80.0,165.0,248.0,96.0,.2,118.0,2.1,63.0,.7,345.0,27.0,.3,423.0,3.0,131.7,126.6,2109679.5,5.6,2027.0,.0,117204.4,16670.1,.3,65.0,124.0,251.0,.1,798.0,1229.0,227.0,72.0,750.0,36.7,503.0,N
20.0,7.0,2.0,2.0,2.0,12.0,4.0,.3,6.0,2.0,3.0,.8,12.0,1.0,.0,10.0,1.0,19.2,5.7,622.2,.0,28.0,.2,34.6,109.4,.3,3.0,6.0,10.0,.1,13.0,15.0,8.0,7.0,35.0,28.6,12.0,N
115.0,31.0,3.0,35.0,12.0,60.0,16.0,.2,30.0,2.0,3.0,.2,67.0,10.0,.6,49.0,1.0,83.8,31.1,80843.1,.9,399.0,.0,4491.3,2602.9,.6,15.0,30.0,53.0,.1,176.0,223.0,68.0,24.0,212.0,49.0,84.0,N
156.0,63.0,5.0,53.0,27.0,116.0,32.0,.2,54.0,2.2,10.0,.3,129.0,12.0,.4,85.0,1.0,78.3,51.5,207526.2,1.3,589.0,.0,11529.2,4032.0,.4,31.0,58.0,99.0,.1,267.0,322.0,83.0,32.0,330.0,48.5,138.0,N
48.0,57.0,11.0,61.0,32.0,106.0,29.0,.1,50.0,2.1,22.0,.8,161.0,27.0,.9,165.0,3.0,204.3,41.7,355647.9,2.8,1112.0,.0,19758.2,8523.9,.9,28.0,53.0,134.0,.1,463.0,649.0,172.0,31.0,307.0,36.1,226.0,N
17.0,21.0,5.0,6.0,8.0,38.0,11.0,.2,18.0,2.1,10.0,.9,44.0,7.0,.6,61.0,3.0,87.9,17.2,26010.7,.5,253.0,.1,1445.0,1512.3,.6,10.0,19.0,35.0,.1,86.0,167.0,45.0,18.0,93.0,18.7,67.0,N
74.0,23.0,10.0,30.0,18.0,42.0,12.0,.1,20.0,2.1,10.0,.8,64.0,3.0,.2,63.0,3.0,85.7,38.2,125251.6,1.1,487.0,.0,6958.4,3276.5,.3,11.0,21.0,54.0,.1,203.0,284.0,77.0,29.0,186.0,43.2,93.0,N
33.0,5.0,4.0,8.0,4.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,14.0,1.0,.0,16.0,3.0,28.2,15.2,6475.1,.1,82.0,.1,359.7,427.2,.3,2.0,4.0,13.0,.1,32.0,50.0,19.0,18.0,62.0,42.9,24.0,N
4.0,7.0,1.0,3.0,.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,25.0,1.0,.0,19.0,2.0,40.0,18.3,13377.2,.2,134.0,.1,743.2,731.6,.3,3.0,6.0,23.0,.2,64.0,70.0,28.0,16.0,27.0,13.6,22.0,N
4.0,11.0,1.0,3.0,.0,20.0,6.0,.2,10.0,2.0,6.0,1.0,38.0,1.0,.0,25.0,2.0,42.4,23.7,23858.8,.3,182.0,.0,1325.5,1005.3,.2,5.0,10.0,34.0,.2,89.0,93.0,30.0,16.0,33.0,10.7,28.0,N
1.0,9.0,1.0,1.0,.0,16.0,5.0,.1,8.0,2.0,5.0,1.0,32.0,1.0,.0,35.0,1.0,110.2,10.1,11259.3,.4,191.0,.1,625.5,1114.1,.2,4.0,8.0,29.0,.1,95.0,96.0,47.0,10.0,38.0,2.8,36.0,N
5.0,9.0,1.0,2.0,.0,16.0,5.0,.2,8.0,2.0,4.0,.8,24.0,1.0,.0,25.0,1.0,27.4,20.2,11135.5,.2,100.0,.1,618.6,552.4,.2,4.0,8.0,21.0,.2,48.0,52.0,25.0,21.0,33.0,7.4,27.0,N
2.0,9.0,2.0,1.0,.0,16.0,5.0,.2,8.0,2.0,5.0,1.0,41.0,1.0,.0,30.0,1.0,78.0,13.6,14437.6,.4,189.0,.1,802.1,1061.2,.2,4.0,8.0,38.0,.2,94.0,95.0,38.0,11.0,34.0,3.2,31.0,N
1.0,3.0,1.0,1.0,.0,4.0,2.0,.1,2.0,2.0,2.0,1.0,16.0,1.0,.0,17.0,1.0,54.5,9.3,4686.5,.2,103.0,.1,260.4,505.4,.5,1.0,2.0,16.0,.1,51.0,52.0,22.0,8.0,20.0,5.6,18.0,N
1.0,7.0,1.0,1.0,.0,12.0,4.0,.3,6.0,2.0,4.0,1.0,20.0,1.0,.0,15.0,1.0,20.5,13.1,3491.3,.1,55.0,.1,194.0,267.2,.3,3.0,6.0,18.0,.2,28.0,27.0,15.0,14.0,18.0,6.3,16.0,N
1.0,16.0,1.0,1.0,.0,8.0,13.0,.3,4.0,2.0,13.0,1.0,36.0,1.0,.0,49.0,1.0,35.9,21.5,16649.1,.3,132.0,.1,925.0,773.3,.1,2.0,4.0,25.0,.3,53.0,79.0,32.0,26.0,52.0,2.0,50.0,N
1.0,18.0,1.0,1.0,.0,12.0,14.0,.3,6.0,2.0,14.0,1.0,39.0,1.0,.0,52.0,1.0,36.6,23.0,19394.6,.3,142.0,.0,1077.5,842.2,.1,3.0,6.0,27.0,.3,58.0,84.0,34.0,27.0,55.0,1.9,53.0,N
4.0,13.0,2.0,1.0,.0,24.0,7.0,.2,12.0,2.0,7.0,1.0,47.0,1.0,.0,42.0,1.0,160.8,10.2,16586.0,.5,263.0,.1,921.5,1633.1,.1,6.0,12.0,42.0,.2,130.0,133.0,64.0,10.0,48.0,2.3,43.0,N
16.0,25.0,5.0,5.0,8.0,42.0,13.0,.2,18.0,2.3,10.0,.8,48.0,9.0,.7,62.0,3.0,84.9,18.8,29993.0,.5,265.0,.1,1666.3,1595.9,.7,12.0,23.0,37.0,.1,91.0,174.0,46.0,19.0,92.0,17.3,67.0,N
40.0,25.0,10.0,30.0,19.0,46.0,13.0,.1,22.0,2.1,10.0,.8,69.0,3.0,.2,65.0,3.0,83.8,41.7,145477.4,1.2,514.0,.0,8082.1,3492.3,.2,12.0,23.0,58.0,.1,215.0,299.0,80.0,31.0,155.0,43.0,95.0,N
77.0,33.0,9.0,25.0,15.0,62.0,17.0,.2,30.0,2.1,11.0,.7,87.0,9.0,.5,75.0,3.0,88.2,36.0,114516.6,1.1,465.0,.0,6362.0,3177.3,.5,16.0,31.0,72.0,.1,193.0,272.0,83.0,31.0,201.0,34.8,100.0,N
4.0,3.0,1.0,4.0,.0,4.0,2.0,.1,2.0,2.0,1.0,.5,6.0,1.0,.0,10.0,.0,23.6,12.5,3685.0,.1,62.0,.1,204.7,294.8,.5,1.0,2.0,6.0,.1,20.0,42.0,12.0,15.0,19.0,28.6,14.0,N
4.0,3.0,1.0,2.0,6.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,5.0,1.0,.0,6.0,.0,17.9,6.3,707.7,.0,27.0,.2,39.3,112.6,.5,1.0,2.0,5.0,.1,8.0,19.0,7.0,11.0,19.0,57.1,8.0,N
4.0,3.0,1.0,2.0,6.0,4.0,2.0,.3,2.0,2.0,2.0,1.0,5.0,1.0,.0,6.0,.0,17.9,6.3,707.7,.0,27.0,.2,39.3,112.6,.5,1.0,2.0,5.0,.1,8.0,19.0,7.0,11.0,19.0,57.1,8.0,N
7.0,3.0,1.0,.0,7.0,4.0,2.0,.1,2.0,2.0,1.0,.5,7.0,1.0,.0,15.0,1.0,17.2,10.6,1950.7,.1,40.0,.1,108.4,183.4,.5,1.0,2.0,7.0,.1,18.0,22.0,11.0,13.0,30.0,31.8,15.0,N
3.0,3.0,1.0,2.0,5.0,4.0,2.0,.2,2.0,2.0,1.0,.5,7.0,1.0,.0,9.0,1.0,17.1,10.0,1713.0,.1,39.0,.1,95.2,171.3,.5,1.0,2.0,7.0,.1,15.0,24.0,9.0,12.0,20.0,43.8,11.0,N
27.0,13.0,4.0,4.0,33.0,6.0,10.0,.2,2.0,3.0,4.0,.4,25.0,4.0,.3,38.0,3.0,32.0,26.1,21802.3,.3,142.0,.0,1211.2,835.3,.4,2.0,3.0,17.0,.1,54.0,88.0,30.0,29.0,103.0,49.3,42.0,N
6.0,11.0,.0,2.0,2.0,16.0,6.0,.4,6.0,2.7,1.0,.2,18.0,5.0,.8,14.0,2.0,15.8,17.6,4880.9,.1,59.0,.1,271.2,277.3,.8,5.0,8.0,14.0,.2,22.0,37.0,10.0,16.0,25.0,22.2,16.0,N
20.0,21.0,2.0,7.0,14.0,22.0,13.0,.2,10.0,2.2,2.0,.2,44.0,3.0,.2,47.0,2.0,31.0,27.9,24047.2,.3,150.0,.0,1336.0,863.2,.2,6.0,11.0,33.0,.2,60.0,90.0,28.0,26.0,89.0,30.9,54.0,N
4.0,3.0,.0,.0,1.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,11.0,2.0,20.5,6.1,765.9,.0,29.0,.2,42.6,125.3,.5,1.0,2.0,5.0,.1,10.0,19.0,9.0,11.0,17.0,8.3,11.0,N
5.0,3.0,.0,.0,2.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,11.0,2.0,19.8,6.1,739.5,.0,28.0,.2,41.1,121.0,.5,1.0,2.0,5.0,.1,10.0,18.0,9.0,11.0,19.0,15.4,11.0,N
3.0,3.0,1.0,1.0,2.0,4.0,2.0,.2,2.0,2.0,1.0,.5,6.0,1.0,.0,11.0,1.0,14.8,9.6,1373.5,.1,32.0,.1,76.3,142.7,.5,1.0,2.0,6.0,.1,11.0,21.0,8.0,14.0,18.0,21.4,12.0,N
7.0,7.0,1.0,3.0,7.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,14.0,4.0,1.0,21.0,1.0,46.9,10.5,5170.3,.2,96.0,.1,287.2,492.4,1.0,3.0,6.0,12.0,.1,28.0,68.0,20.0,15.0,39.0,32.3,24.0,N
12.0,5.0,3.0,2.0,22.0,8.0,3.0,.1,4.0,2.0,1.0,.3,12.0,1.0,.0,19.0,2.0,45.6,9.6,4237.5,.2,85.0,.1,235.4,439.4,.3,2.0,4.0,11.0,.1,27.0,58.0,21.0,15.0,56.0,55.8,21.0,Y
7.0,7.0,1.0,1.0,5.0,12.0,4.0,.2,6.0,2.0,4.0,1.0,14.0,4.0,1.0,23.0,1.0,46.9,10.5,5170.3,.2,96.0,.1,287.2,492.4,1.0,3.0,6.0,12.0,.1,28.0,68.0,20.0,15.0,37.0,20.7,24.0,N
14.0,5.0,1.0,3.0,34.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,11.0,1.0,.0,18.0,2.0,31.4,9.5,2815.2,.1,60.0,.1,156.4,297.3,.3,2.0,4.0,10.0,.0,23.0,37.0,17.0,14.0,70.0,67.3,21.0,Y
10.0,5.0,2.0,3.0,11.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,10.0,1.0,.0,22.0,2.0,39.7,11.1,4871.4,.2,81.0,.1,270.6,439.5,.3,2.0,4.0,9.0,.1,28.0,53.0,24.0,19.0,47.0,38.9,25.0,Y
8.0,5.0,2.0,2.0,19.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,10.0,1.0,.0,20.0,1.0,31.5,10.5,3474.2,.1,64.0,.1,193.0,330.9,.3,2.0,4.0,9.0,.1,21.0,43.0,18.0,18.0,50.0,51.2,22.0,Y
.0,5.0,2.0,2.0,.0,8.0,3.0,.2,4.0,2.0,3.0,1.0,12.0,1.0,.0,13.0,2.0,22.4,7.3,1204.4,.1,38.0,.1,66.9,164.2,.3,2.0,4.0,11.0,.2,12.0,26.0,9.0,11.0,16.0,13.3,15.0,Y
.0,5.0,2.0,.0,.0,8.0,3.0,.2,4.0,2.0,3.0,1.0,10.0,1.0,.0,13.0,1.0,33.1,7.3,1746.7,.1,49.0,.1,97.0,240.4,.3,2.0,4.0,9.0,.2,19.0,30.0,17.0,13.0,14.0,.0,13.0,N
.0,5.0,2.0,.0,.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,12.0,1.0,.0,21.0,1.0,34.6,10.9,4129.4,.1,72.0,.1,229.4,377.9,.3,2.0,4.0,11.0,.1,27.0,45.0,21.0,17.0,22.0,.0,21.0,N
10.0,15.0,6.0,2.0,31.0,26.0,8.0,.2,12.0,2.2,7.0,.9,32.0,4.0,.4,44.0,1.0,74.4,13.1,12685.8,.3,159.0,.1,704.8,971.3,.5,7.0,13.0,26.0,.1,64.0,95.0,49.0,20.0,88.0,42.9,46.0,Y
4.0,35.0,5.0,4.0,18.0,64.0,18.0,.2,30.0,2.1,16.0,.9,80.0,7.0,.4,91.0,2.0,195.1,21.4,89412.4,1.4,591.0,.1,4967.4,4176.1,.4,17.0,32.0,64.0,.2,218.0,373.0,112.0,22.0,118.0,19.5,95.0,Y
.0,5.0,2.0,.0,.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,12.0,1.0,.0,21.0,1.0,36.5,10.4,3969.8,.1,72.0,.1,220.6,380.6,.3,2.0,4.0,11.0,.1,27.0,45.0,22.0,17.0,22.0,.0,21.0,N
.0,7.0,3.0,.0,.0,10.0,4.0,.2,4.0,2.5,3.0,.8,15.0,4.0,1.0,22.0,1.0,41.7,12.8,6780.1,.2,98.0,.1,376.7,531.8,1.0,3.0,5.0,13.0,.2,39.0,59.0,26.0,17.0,23.0,.0,22.0,N
2.0,15.0,2.0,1.0,9.0,24.0,8.0,.2,10.0,2.4,6.0,.8,24.0,6.0,.7,41.0,4.0,75.2,14.8,16481.4,.4,187.0,.1,915.6,1113.4,.8,7.0,12.0,18.0,.2,67.0,120.0,43.0,19.0,54.0,19.6,42.0,N
2.0,5.0,2.0,2.0,13.0,8.0,3.0,.1,4.0,2.0,3.0,1.0,14.0,1.0,.0,47.0,1.0,55.9,28.0,43785.9,.5,256.0,.0,2432.6,1563.8,.3,2.0,4.0,13.0,.1,112.0,144.0,46.0,23.0,65.0,24.2,49.0,Y
5.0,7.0,1.0,.0,.0,10.0,4.0,.2,4.0,2.5,2.0,.5,12.0,3.0,.7,22.0,.0,21.1,14.8,4591.9,.1,64.0,.1,255.1,310.9,.8,3.0,5.0,10.0,.1,24.0,40.0,13.0,16.0,28.0,.0,22.0,N
4.0,7.0,2.0,1.0,7.0,10.0,4.0,.2,4.0,2.5,3.0,.8,14.0,3.0,.7,24.0,1.0,30.7,19.1,11241.6,.2,107.0,.1,624.5,587.6,.8,3.0,5.0,12.0,.1,40.0,67.0,23.0,22.0,37.0,25.0,25.0,Y
35.0,21.0,9.0,9.0,59.0,36.0,11.0,.1,16.0,2.3,10.0,.9,64.0,3.0,.2,82.0,3.0,70.6,44.7,141084.2,1.1,475.0,.0,7838.0,3155.8,.3,10.0,18.0,55.0,.1,190.0,285.0,68.0,32.0,186.0,45.3,91.0,Y
4.0,3.0,2.0,1.0,12.0,4.0,2.0,.2,2.0,2.0,1.0,.5,7.0,1.0,.0,10.0,1.0,23.1,6.5,977.7,.1,32.0,.2,54.3,150.4,.5,1.0,2.0,7.0,.1,13.0,19.0,13.0,13.0,28.0,56.5,11.0,Y
.0,11.0,3.0,2.0,7.0,18.0,6.0,.2,8.0,2.3,5.0,.8,20.0,5.0,.8,28.0,1.0,33.2,15.9,8407.1,.2,98.0,.1,467.1,528.5,.8,5.0,9.0,16.0,.2,35.0,63.0,22.0,20.0,38.0,24.3,30.0,Y
14.0,9.0,2.0,5.0,1.0,16.0,5.0,.2,8.0,2.0,5.0,1.0,21.0,4.0,.8,28.0,2.0,18.7,21.5,8684.6,.1,83.0,.1,482.5,403.2,.8,4.0,8.0,18.0,.1,35.0,48.0,13.0,16.0,49.0,17.7,33.0,N
5.0,3.0,1.0,.0,.0,4.0,2.0,.2,2.0,2.0,2.0,1.0,7.0,1.0,.0,10.0,1.0,10.4,6.8,474.6,.0,19.0,.2,26.4,70.3,.5,1.0,2.0,7.0,.1,6.0,13.0,4.0,9.0,16.0,.0,10.0,N
12.0,19.0,2.0,.0,.0,36.0,10.0,.2,18.0,2.0,9.0,.9,47.0,10.0,1.0,50.0,2.0,65.4,11.2,8218.6,.2,136.0,.1,456.6,733.4,1.0,9.0,18.0,39.0,.2,50.0,86.0,29.0,13.0,63.0,.0,50.0,N
8.0,19.0,6.0,1.0,.0,32.0,10.0,.3,14.0,2.3,8.0,.8,40.0,10.0,1.0,29.0,2.0,31.3,20.4,13084.4,.2,118.0,.1,726.9,640.3,1.0,9.0,16.0,32.0,.3,47.0,71.0,23.0,20.0,39.0,3.3,30.0,N
12.0,19.0,2.0,.0,.0,36.0,10.0,.2,18.0,2.0,9.0,.9,47.0,10.0,1.0,50.0,2.0,74.6,10.2,7697.2,.3,138.0,.1,427.6,757.9,1.0,9.0,18.0,39.0,.2,50.0,88.0,32.0,13.0,63.0,.0,50.0,N
7.0,5.0,1.0,2.0,.0,8.0,3.0,.1,4.0,2.0,2.0,.7,10.0,1.0,.0,22.0,2.0,56.0,7.2,2931.9,.1,81.0,.1,162.9,405.0,.3,2.0,4.0,9.0,.1,37.0,44.0,23.0,9.0,32.0,8.3,24.0,N
5.0,11.0,3.0,2.0,3.0,18.0,6.0,.3,8.0,2.3,5.0,.8,21.0,4.0,.6,18.0,1.0,26.4,12.1,3845.7,.1,67.0,.1,213.7,318.6,.7,5.0,9.0,17.0,.2,26.0,41.0,14.0,13.0,29.0,21.7,20.0,N
3.0,5.0,1.0,.0,.0,8.0,3.0,.3,4.0,2.0,2.0,.7,10.0,1.0,.0,12.0,2.0,15.2,12.0,2191.9,.1,43.0,.1,121.8,182.7,.3,2.0,4.0,9.0,.2,14.0,29.0,7.0,12.0,16.0,.0,12.0,N
17.0,21.0,4.0,1.0,8.0,36.0,11.0,.3,16.0,2.3,5.0,.5,43.0,7.0,.6,41.0,5.0,42.2,35.9,54431.2,.5,241.0,.0,3024.0,1514.8,.6,10.0,18.0,34.0,.2,98.0,143.0,45.0,33.0,68.0,18.0,42.0,N
16.0,13.0,6.0,.0,5.0,24.0,7.0,.1,12.0,2.0,6.0,.9,31.0,1.0,.0,59.0,4.0,95.6,31.4,94278.1,1.0,449.0,.0,5237.7,3002.2,.1,6.0,12.0,26.0,.1,186.0,263.0,77.0,26.0,81.0,7.8,59.0,N
11.0,9.0,6.0,.0,4.0,16.0,5.0,.1,8.0,2.0,5.0,1.0,24.0,1.0,.0,42.0,1.0,66.6,18.5,22884.2,.4,209.0,.1,1271.3,1234.5,.2,4.0,8.0,21.0,.1,80.0,129.0,41.0,19.0,58.0,8.7,42.0,N
1.0,3.0,.0,.0,.0,4.0,2.0,.2,2.0,2.0,1.0,.5,5.0,1.0,.0,9.0,2.0,14.8,3.5,181.6,.0,15.0,.3,10.1,51.9,.5,1.0,2.0,5.0,.2,4.0,11.0,4.0,7.0,11.0,.0,9.0,N
10.0,13.0,6.0,1.0,16.0,24.0,7.0,.2,12.0,2.0,5.0,.7,29.0,1.0,.0,39.0,5.0,29.5,36.3,38771.2,.4,185.0,.0,2154.0,1069.6,.1,6.0,12.0,24.0,.1,65.0,120.0,26.0,29.0,67.0,30.4,40.0,N
